topic slug	topic title	topic type	wikipedia link	link audited	approval status	review note	comments
james-goldrick	James Goldrick	person	https://en.wikipedia.org/wiki/James_Goldrick	yes	approved	Phase 2: The Australian rear admiral and naval historian James Goldrick matches the remembrance and historical reading contexts.	Phase 2 independent review by audit_batch5; article revision 1352424794. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-goldrick.
james-graham-1st-marquess-of-montrose	James Graham, 1st Marquess of Montrose	person	https://en.wikipedia.org/wiki/James_Graham,_1st_Marquess_of_Montrose	yes	approved	Phase 2: Montrose biography identifies the Scottish Civil War royalist commander, matching island mobilisation context.	Phase 2 independent review by audit_batch6; article revision 1373192535. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-graham-1st-marquess-of-montrose.
james-grant	James Grant	person	https://en.wikipedia.org/wiki/James_Grant_(British_Army_officer,_born_1720)	yes	approved	Phase 2: Biography identifies the eighteenth-century British general James Grant, matching the Revolutionary War Georgia context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2023-03-04_T19-15-04_revolutionary-battles-battle-of-the-rice-boats-1776-1-of-2_ebZxfBE3FE4.json #contrasting-command-cultures-in-north-america. Supporting or alternative sources: https://en.wikipedia.org/wiki/James_Grant_(British_Army_officer%2C_born_1720). Phase 2 independent review by audit_batch0; article revision 1374396382. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-grant.
james-h-flatley	James H. Flatley	person	https://en.wikipedia.org/wiki/James_H._Flatley	yes	approved	Phase 2: Article identifies the Second World War US naval aviator and tactician James Henry Flatley Jr, matching the Mitscher staff and Leyte operational discussion.	Phase 2 independent review by audit_batch1; article revision 1374273210. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-h-flatley.
james-h-sands	James H. Sands	person	https://en.wikipedia.org/wiki/James_H._Sands	yes	approved	Phase 2: The biography identifies the Civil War naval officer who became Naval Academy superintendent, matching the Farragut-to-Nimitz institutional link context.	Phase 2 independent review by audit_batch2; article revision 1373596559. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-h-sands.
james-hillyar	James Hillyar	person	https://en.wikipedia.org/wiki/James_Hillyar	yes	approved	Phase 2: Article identifies Phoebe's Royal Navy commander who captured Essex off Valparaiso in 1814, matching the Pacific service account.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2024-03-28_T19-06-13_battle-of-valparaiso-1814-when-hunting-for-glory-breaks-on-the-rocks-of-solid-professionalism_2qGZfo32sLA.json #james-hillyar-veteran-pacific-commodore. Phase 2 independent review by audit_batch3; article revision 1371106455. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-hillyar.
james-ii	James II and VII	person	https://en.wikipedia.org/wiki/James_II_of_England	yes	approved	Phase 2: The biography identifies James II of England and VII of Scotland, matching the Stuart monarch displaced in 1688.	Phase 2 independent review by audit_batch4; article revision 1372647795. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-ii.
james-launders	James Launders	person	https://en.wikipedia.org/wiki/Jimmy_Launders	yes	approved	Phase 2: The article identifies James Stuart Launders commanding Venturer's submerged attack on U-864, matching all three authored accounts.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2023-03-08_T20-30-25_the-submarine-century-how-submarines-evolved-over-the-20th-century_yzwKtxkoUvY.json #hms-venturer-operation-caesar-u-864. Additional context references: 1. Phase 2 independent review by audit_batch5; article revision 1352120107. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-launders.
james-lind	James Lind	person	https://en.wikipedia.org/wiki/James_Lind	yes	approved	Phase 2: Lind biography identifies the naval physician and scurvy/hygiene pioneer, matching blockade provisioning discussion.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2023-03-24_T20-16-03_blockading-brest-the-creation-and-some-battles-of-the-western-squadron_t5EwttuuJ_M.json #hawkes-sustained-brest-blockade. Additional context references: 1. Phase 2 independent review by audit_batch6; article revision 1359022684. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-lind.
james-lithgow	James Lithgow	person	https://en.wikipedia.org/wiki/Sir_James_Lithgow,_1st_Baronet	yes	approved	Phase 2: Biography identifies Scottish shipbuilding industrialist James Lithgow, matching the wartime merchant-carrier production context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2021-09-16_T16-00-00_a-book-or-two-to-review-32-total-germany_-0Q-vL86JM8.json #total-germany-mac-ship-conversion-debate. Supporting or alternative sources: https://en.wikipedia.org/wiki/Sir_James_Lithgow%2C_1st_Baronet. Phase 2 independent review by audit_batch0; article revision 1352656741. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-lithgow.
james-longstreet	James Longstreet	person	https://en.wikipedia.org/wiki/James_Longstreet	yes	approved	Phase 2: Article identifies Confederate general James Longstreet, matching the Browns Ferry and Wauhatchie context.	Phase 2 independent review by audit_batch1; article revision 1370843761. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-longstreet.
james-madison	James Madison	person	https://en.wikipedia.org/wiki/James_Madison	yes	approved	Phase 2: The biography identifies the fourth US president serving from 1809 to 1817, matching the War of 1812 decision context.	Phase 2 independent review by audit_batch2; article revision 1374740780. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-madison.
james-madison-class-submarines	James Madison Class Submarines	ship class	https://en.wikipedia.org/wiki/James_Madison-class_submarine	yes	approved	Phase 2: James Madison class article identifies the Polaris A3 Lafayette development, matching the four-stage SSBN construction discussion.	Phase 2 independent review by audit_batch6; article revision 1332325611. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-madison-class-submarines.
james-matra	James Matra	person	https://en.wikipedia.org/wiki/James_Matra	yes	approved	Phase 2: Article identifies Cook's midshipman and later diplomat; its 1783 settlement proposal discusses American Loyalists, matching the New South Wales context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2023-01-26_T19-02-42_the-story-of-the-first-fleet-founding-of-australia_WB_FetpRrHU.json #american-loyalist-colony-plan. Phase 2 independent review by audit_batch3; article revision 1371890501. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-matra.
james-monroe	James Monroe	person	https://en.wikipedia.org/wiki/James_Monroe	yes	approved	Phase 2: The biography identifies James Monroe, the United States president whose 1823 message supplies the doctrine discussed in the authored context.	Phase 2 independent review by audit_batch4; article revision 1374740850. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-monroe.
james-o-richardson	James O. Richardson	person	https://en.wikipedia.org/wiki/James_O._Richardson	yes	approved	Phase 2: The US Fleet commander James Otto Richardson who opposed basing an unprepared fleet at Pearl Harbor matches the extensive reviewed command, warning and career contexts.	Phase 2 independent review by audit_batch5; article revision 1352315288. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-o-richardson.
james-of-st-george	James of St George	person	https://en.wikipedia.org/wiki/James_of_Saint_George	yes	approved	Phase 2: James of Saint George biography identifies the Savoyard architect of Edward I's Welsh castles, matching context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2021-07-04_T17-00-21_the-ring-of-iron-nee-stone-master-james-st-george-long-patrol-p3-14_m1nJE-P-7Xo.json #master-james-savoyard-architectural-network. Additional context references: 1. Phase 2 independent review by audit_batch6; article revision 1364467057. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-of-st-george.
james-richard-dacres	James Richard Dacres	person	https://en.wikipedia.org/wiki/James_Richard_Dacres_(Royal_Navy_officer,_born_1788)	yes	approved	Phase 2: Biography identifies the younger James Richard Dacres born in 1788, matching the War of 1812 opponent of Isaac Hull.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2026-02-14_T19-30-06_the-arguments-that-made-american-seapower-roosevelt-mahan-sims-and-more_sXjKPy4rAyc.json #hull-dacres-friendship-across-enemy-navies. Phase 2 independent review by audit_batch0; article revision 1352997844. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-richard-dacres.
james-ruse	James Ruse	person	https://en.wikipedia.org/wiki/James_Ruse	yes	approved	Phase 2: Article identifies the First Fleet convict and farmer James Ruse, matching early New South Wales agriculture in the authored passage.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2023-01-26_T19-02-42_the-story-of-the-first-fleet-founding-of-australia_WB_FetpRrHU.json #phillip-law-rations-and-colony-survival. Phase 2 independent review by audit_batch1; article revision 1371260718. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-ruse.
james-saumarez	James Saumarez	person	https://en.wikipedia.org/wiki/James_Saumarez,_1st_Baron_de_Saumarez	yes	approved	Phase 2: The biography identifies the Royal Navy admiral and first Baron de Saumarez, matching the Napoleonic Baltic squadron commander context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2022-05-12_T18-07-03_finnish-war-1808-9-214th-anniversary-of-the-battle-of-kuopio_cEMLtbvA5FA.json #saumarez-baltic-squadron-sea-control. Additional context references: 1. Phase 2 independent review by audit_batch2; article revision 1356324578. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-saumarez.
james-somerville	James Somerville	person	https://en.wikipedia.org/wiki/James_Somerville	yes	approved	Phase 2: Article identifies the Royal Navy admiral and Force H commander, consistent with the Eastern Fleet and 1942 Indian Ocean command contexts.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2020-05-12_T07-00-11_aircraft-carriers-the-debate-dr-alex-clarke-vs-armoured-carrier-s-jamie_EtzzU-Jgdcc.json#operation-c-somerville-night-attack-opportunity. Phase 2 independent review by audit_batch3; article revision 1371936042. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-somerville.
james-stanhope	James Stanhope	person	https://en.wikipedia.org/wiki/James_Stanhope,_7th_Earl_Stanhope	yes	approved	Phase 2: The seventh Earl Stanhope was the interwar British politician and First Lord of the Admiralty, matching the 1939 context and distinguishing earlier namesakes.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2025-03-09_T20-34-11_bruships-186-naval-history-questions-answered-live-restart-2_4KQopBPYtRY.json #stanhope-remains-first-lord. Supporting or alternative sources: https://en.wikipedia.org/wiki/James_Stanhope%2C_7th_Earl_Stanhope. Phase 2 independent review by audit_batch4; article revision 1347253949. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-stanhope.
james-stuart	James Stuart	person	https://en.wikipedia.org/wiki/James_Stuart_(British_Army_officer,_born_1741)	yes	approved	Phase 2: The British general James Stuart born in 1741, commander and governor in Ceylon, matches the authored Ceylon expedition and subsequent Indian campaign contexts despite Stewart spelling in prose.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2023-08-31_T18-18-32_british-capture-of-trincomalee-1795-and-it-s-consequences_twBBk0A8_VE.json #hobart-rainier-stewart-campaign-team. Additional context references: 1. Phase 2 independent review by audit_batch5; article revision 1347596569. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-stuart.
james-vi-and-i	James VI and I	person	https://en.wikipedia.org/wiki/James_VI_and_I	yes	approved	Phase 2: Article identifies Mary's son and king of Scotland then England, matching the dual-regnal-name registry.	Phase 2 independent review by audit_batch6; article revision 1374683391. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-vi-and-i.
james-wolfe	James Wolfe	person	https://en.wikipedia.org/wiki/James_Wolfe	yes	approved	Phase 2: Biography identifies the British general killed at Quebec in 1759, matching the Seven Years' War contexts.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2021-03-10_T12-00-30_four-random-books-28-mavericks_v30P_ezAbwU.json #testing-the-maverick-commander-label. Additional context references: 1. Phase 2 independent review by audit_batch0; article revision 1374606092. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #james-wolfe.
